SNo,Di00,Di01,Di02,Di03,Di04,Di05,Do00,Do01,Do02
2703,1,0,0,1,0,0,1,1,0
2704,1,1,1,1,0,1,0,0,1
2705,0,1,0,1,1,0,1,1,1
2706,1,0,0,1,0,0,1,1,0
2707,0,0,0,1,1,1,0,1,0
2708,1,0,1,0,0,0,1,1,0
2709,1,1,0,0,1,1,0,0,0
2710,0,0,0,1,1,1,0,1,0
2711,1,0,0,0,0,0,1,0,0
2712,0,1,0,1,0,1,1,1,1
2713,1,0,1,1,1,0,1,0,1
2714,1,1,0,0,1,1,0,0,0
2715,0,0,1,1,1,1,0,0,0
2716,0,1,0,1,0,1,1,1,1
2717,1,0,1,0,0,1,1,1,1
2718,0,0,1,0,1,0,0,1,1
2719,0,0,0,1,1,0,0,1,1
2720,1,0,0,0,0,0,1,0,0
2721,1,0,0,0,1,0,1,0,1
2722,0,0,0,1,0,0,0,1,0
2723,1,0,0,0,0,1,1,0,1
2724,0,1,0,0,1,0,1,0,1
2725,1,0,1,0,1,1,1,1,0
2726,1,1,0,0,1,0,0,0,1
2727,1,1,0,0,0,1,0,0,1
2728,0,0,0,0,0,0,0,0,0
2729,0,0,0,0,0,0,0,0,0
2730,1,1,1,1,1,0,0,0,1
2731,0,0,0,0,0,1,0,0,1
2732,0,0,1,0,1,0,0,1,1
2733,1,1,1,1,1,0,0,0,1
2734,0,0,0,0,1,1,0,0,0
2735,1,1,0,1,0,0,0,1,0
2736,0,1,0,1,1,1,1,1,0
2737,1,0,0,1,1,1,1,1,0
2738,1,0,0,1,1,0,1,1,1
2739,1,0,1,0,1,0,1,1,1
2740,0,0,0,0,1,0,0,0,1
2741,0,0,1,0,1,0,0,1,1
2742,0,1,1,1,0,1,1,0,1
2743,0,0,1,0,1,1,0,1,0
2744,0,1,1,1,0,0,1,0,0
2745,1,1,1,0,0,1,0,1,1
2746,1,0,0,1,0,1,1,1,1
2747,1,0,0,0,0,0,1,0,0
2748,1,1,0,1,0,0,0,1,0
2749,1,0,0,1,1,0,1,1,1
2750,1,0,1,1,1,1,1,0,0
2751,1,0,0,0,0,1,1,0,1
2752,1,0,0,1,0,0,1,1,0
2753,0,0,0,1,0,1,0,1,1
2754,1,1,1,0,0,0,0,1,0
2755,0,1,0,0,0,1,1,0,1
2756,0,0,0,1,1,0,0,1,1
2757,1,0,0,0,0,1,1,0,1
2758,0,1,0,0,0,1,1,0,1
2759,1,1,0,0,0,0,0,0,0
2760,1,0,1,0,1,1,1,1,0
2761,1,1,0,0,1,0,0,0,1
2762,1,1,1,0,1,1,0,1,0
2763,0,1,0,0,1,0,1,0,1
2764,0,0,0,1,0,0,0,1,0
2765,1,1,0,0,1,0,0,0,1
2766,0,1,1,1,1,1,1,0,0
2767,0,0,0,1,0,1,0,1,1
2768,0,1,0,0,0,0,1,0,0
2769,1,1,0,1,1,1,0,1,0
2770,0,0,0,0,0,1,0,0,1
2771,0,1,0,0,1,0,1,0,1
2772,0,0,1,1,1,1,0,0,0
2773,0,0,0,1,1,1,0,1,0
2774,0,0,0,1,0,1,0,1,1
2775,0,1,1,0,1,1,1,1,0
2776,0,0,1,0,1,0,0,1,1
2777,1,1,1,0,0,0,0,1,0
2778,0,0,1,1,0,1,0,0,1
2779,0,1,1,1,0,0,1,0,0
2780,1,0,1,0,0,0,1,1,0
2781,0,0,0,0,0,1,0,0,1
2782,1,1,0,1,1,1,0,1,0
2783,1,0,0,0,0,0,1,0,0
2784,1,0,0,0,1,0,1,0,1
2785,0,1,1,1,1,0,1,0,1
2786,1,0,0,1,1,1,1,1,0
2787,1,0,1,0,0,1,1,1,1
2788,0,1,1,1,1,0,1,0,1
2789,1,0,0,0,0,1,1,0,1
2790,1,1,1,0,0,1,0,1,1
2791,1,1,0,1,1,1,0,1,0
2792,0,0,0,0,0,0,0,0,0
2793,1,1,0,1,1,1,0,1,0
2794,0,0,0,1,1,0,0,1,1
2795,0,0,1,1,0,0,0,0,0
2796,0,1,1,1,0,0,1,0,0
2797,1,1,1,0,1,0,0,1,1
2798,1,1,0,0,1,1,0,0,0
2799,1,0,0,1,1,0,1,1,1
2800,1,0,0,1,1,0,1,1,1
2801,1,1,0,1,1,1,0,1,0
2802,0,1,1,0,1,0,1,1,1
2803,1,0,1,1,1,0,1,0,1
2804,0,0,1,0,1,1,0,1,0
2805,1,1,1,1,0,0,0,0,0
2806,1,0,1,0,0,1,1,1,1
2807,0,1,1,0,1,1,1,1,0
2808,1,1,0,0,1,0,0,0,1
2809,0,1,0,0,1,1,1,0,0
2810,1,0,0,0,0,0,1,0,0
2811,1,1,0,1,0,1,0,1,1
2812,0,0,0,1,0,1,0,1,1
2813,0,1,1,1,0,1,1,0,1
2814,1,1,1,0,0,1,0,1,1
2815,0,1,0,0,1,1,1,0,0
2816,1,0,1,1,1,1,1,0,0
2817,1,0,1,0,1,0,1,1,1
2818,0,0,0,0,1,0,0,0,1
2819,1,0,0,0,1,0,1,0,1
2820,0,1,1,1,1,0,1,0,1
2821,0,0,1,1,0,0,0,0,0
2822,0,1,0,0,0,0,1,0,0
2823,0,0,0,1,0,1,0,1,1
2824,0,1,1,0,0,0,1,1,0
2825,1,1,1,1,0,1,0,0,1
2826,0,1,1,0,0,0,1,1,0
2827,1,1,0,0,0,0,0,0,0
2828,1,1,0,1,1,0,0,1,1
2829,1,1,1,1,1,1,0,0,0
2830,0,0,0,0,1,1,0,0,0
2831,1,0,0,0,1,1,1,0,0
2832,0,1,0,0,1,0,1,0,1
2833,1,1,1,1,0,0,0,0,0
2834,0,1,1,0,1,1,1,1,0
2835,0,0,1,0,1,1,0,1,0
2836,1,0,1,1,1,1,1,0,0
2837,1,1,0,1,1,1,0,1,0
2838,0,1,1,0,0,1,1,1,1
2839,1,1,1,0,0,0,0,1,0
2840,1,0,0,1,1,1,1,1,0
2841,1,0,1,0,0,1,1,1,1
2842,0,1,0,1,1,1,1,1,0
2843,0,1,0,1,0,0,1,1,0
2844,1,1,0,1,0,0,0,1,0
2845,0,1,1,1,1,0,1,0,1
2846,0,0,1,0,1,0,0,1,1
2847,0,1,1,0,1,0,1,1,1
2848,1,0,1,1,0,0,1,0,0
2849,1,0,0,0,1,0,1,0,1
2850,1,1,1,1,0,0,0,0,0
2851,1,1,0,1,0,1,0,1,1
2852,1,1,1,1,1,0,0,0,1
2853,1,1,1,1,0,0,0,0,0
2854,1,0,1,0,0,0,1,1,0
2855,0,0,0,1,1,0,0,1,1
2856,0,0,1,0,0,0,0,1,0
2857,1,1,1,1,0,0,0,0,0
2858,1,1,0,1,1,1,0,1,0
2859,0,1,0,1,1,1,1,1,0
2860,1,0,1,1,0,0,1,0,0
2861,0,0,0,1,1,0,0,1,1
2862,0,0,1,1,1,0,0,0,1
2863,1,1,0,0,1,0,0,0,1
2864,1,0,1,0,1,1,1,1,0
2865,1,1,1,0,1,1,0,1,0
2866,1,0,1,1,1,1,1,0,0
2867,0,0,0,0,1,0,0,0,1
2868,0,1,1,1,0,0,1,0,0
2869,1,0,0,0,1,1,1,0,0
2870,0,1,1,0,1,1,1,1,0
2871,1,0,1,1,1,1,1,0,0
2872,1,0,0,0,0,1,1,0,1
2873,1,1,1,1,1,1,0,0,0
2874,0,1,1,0,0,0,1,1,0
2875,1,0,0,1,0,1,1,1,1
2876,1,0,0,1,0,0,1,1,0
2877,0,1,1,1,0,1,1,0,1
2878,1,0,0,1,1,0,1,1,1
2879,0,1,1,1,1,1,1,0,0
2880,1,0,1,0,0,0,1,1,0
2881,1,0,1,0,1,0,1,1,1
2882,0,0,0,0,0,0,0,0,0
2883,0,0,1,1,1,0,0,0,1
2884,0,1,1,0,1,0,1,1,1
2885,1,0,0,0,1,0,1,0,1
2886,1,0,1,0,0,1,1,1,1
2887,0,0,1,0,0,1,0,1,1
2888,1,1,1,1,1,1,0,0,0
2889,0,0,1,1,1,0,0,0,1
2890,1,1,0,0,1,0,0,0,1
2891,1,0,0,0,1,0,1,0,1
2892,0,1,0,1,1,0,1,1,1
2893,1,0,1,0,0,0,1,1,0
2894,1,1,1,1,0,1,0,0,1
2895,0,1,0,1,1,1,1,1,0
2896,1,1,1,0,0,0,0,1,0
2897,0,0,1,0,1,1,0,1,0
2898,0,0,0,1,0,1,0,1,1
2899,1,0,0,0,1,1,1,0,0
2900,1,0,1,1,0,1,1,0,1
2901,1,1,0,1,0,0,0,1,0
2902,0,0,0,0,0,0,0,0,0
2903,0,0,0,1,0,0,0,1,0
2904,0,0,1,1,1,0,0,0,1
2905,1,0,0,0,1,0,1,0,1
2906,0,0,0,1,1,0,0,1,1
2907,1,1,1,0,0,1,0,1,1
2908,0,0,0,1,1,0,0,1,1
2909,0,1,1,1,1,1,1,0,0
2910,1,0,1,1,0,0,1,0,0
2911,0,0,1,0,0,1,0,1,1
2912,1,1,1,0,0,1,0,1,1
2913,0,0,0,0,0,1,0,0,1
2914,0,1,1,1,1,1,1,0,0
2915,0,1,1,1,1,0,1,0,1
2916,0,0,0,1,0,0,0,1,0
2917,0,0,0,0,0,0,0,0,0
2918,0,0,1,0,0,1,0,1,1
2919,1,1,0,0,0,1,0,0,1
2920,0,0,1,0,1,0,0,1,1
2921,0,0,1,1,1,0,0,0,1
2922,0,1,0,0,0,1,1,0,1
2923,0,1,1,1,0,0,1,0,0
2924,1,0,1,0,0,0,1,1,0
2925,1,0,1,1,0,1,1,0,1
2926,0,0,0,1,0,1,0,1,1
2927,0,1,1,1,1,1,1,0,0
2928,0,0,1,0,1,1,0,1,0
2929,1,1,0,0,0,1,0,0,1
2930,1,0,0,1,1,0,1,1,1
2931,0,0,0,0,1,0,0,0,1
2932,0,0,1,1,0,1,0,0,1
2933,1,0,0,0,1,1,1,0,0
2934,0,0,1,0,1,0,0,1,1
2935,1,0,1,1,0,1,1,0,1
2936,1,0,1,0,0,0,1,1,0
2937,0,0,1,0,0,0,0,1,0
2938,0,0,0,0,1,1,0,0,0
2939,0,1,1,1,0,0,1,0,0
2940,1,0,1,0,1,1,1,1,0
2941,0,1,0,1,0,0,1,1,0
2942,1,1,1,0,1,0,0,1,1
2943,1,0,0,0,1,1,1,0,0
2944,1,0,1,0,1,0,1,1,1
2945,0,1,1,1,1,0,1,0,1
2946,1,1,0,0,0,1,0,0,1
2947,0,0,1,0,1,1,0,1,0
2948,1,1,1,0,1,0,0,1,1
2949,1,0,0,1,0,1,1,1,1
2950,0,0,1,1,1,0,0,0,1
2951,0,0,1,1,0,1,0,0,1
2952,0,0,1,1,0,1,0,0,1
2953,0,1,1,1,0,1,1,0,1
2954,1,0,0,1,1,1,1,1,0
2955,1,0,1,1,0,0,1,0,0
2956,1,1,1,0,0,0,0,1,0
2957,0,0,0,1,1,0,0,1,1
2958,1,0,0,1,0,1,1,1,1
2959,1,0,1,0,0,0,1,1,0
2960,0,1,1,0,0,0,1,1,0
2961,0,0,0,1,0,0,0,1,0
2962,1,1,0,0,0,0,0,0,0
2963,0,1,0,1,1,1,1,1,0
2964,0,0,1,1,1,1,0,0,0
2965,0,0,1,0,1,0,0,1,1
2966,1,0,1,0,1,0,1,1,1
2967,0,0,1,1,1,1,0,0,0
2968,0,0,0,1,0,0,0,1,0
2969,0,1,1,0,1,0,1,1,1
2970,1,0,1,0,0,1,1,1,1
2971,1,1,0,0,1,0,0,0,1
2972,0,0,0,1,1,1,0,1,0
2973,1,1,0,0,1,0,0,0,1
2974,1,1,0,0,1,0,0,0,1
2975,0,1,0,1,0,0,1,1,0
2976,1,1,0,0,1,0,0,0,1
2977,0,0,1,1,0,1,0,0,1
2978,0,1,0,0,0,1,1,0,1
2979,1,1,1,0,1,0,0,1,1
2980,0,1,1,1,1,1,1,0,0
2981,1,0,1,1,1,1,1,0,0
2982,1,0,1,1,1,0,1,0,1
2983,1,1,0,0,1,0,0,0,1
2984,1,0,0,1,1,0,1,1,1
2985,0,1,1,1,1,0,1,0,1
2986,1,1,0,1,0,0,0,1,0
2987,0,0,1,0,0,0,0,1,0
2988,0,0,0,0,1,0,0,0,1
2989,1,1,1,0,1,0,0,1,1
2990,1,0,0,1,1,0,1,1,1
2991,0,0,0,1,0,0,0,1,0
2992,1,1,1,0,0,0,0,1,0
2993,0,1,0,0,0,1,1,0,1
2994,0,1,0,1,1,0,1,1,1
2995,0,0,1,0,0,0,0,1,0
2996,1,0,1,1,0,0,1,0,0
2997,1,0,1,0,1,1,1,1,0
2998,1,1,0,1,1,0,0,1,1
2999,1,0,1,1,0,1,1,0,1
3000,0,0,0,0,1,1,0,0,0
3001,1,1,0,1,1,1,0,1,0
3002,0,1,0,1,1,0,1,1,1
3003,1,1,0,0,0,0,0,0,0
3004,1,0,1,0,0,1,1,1,1
3005,0,0,0,0,1,0,0,0,1
3006,0,0,1,0,1,1,0,1,0
3007,1,1,0,0,0,0,0,0,0
3008,1,1,1,1,1,0,0,0,1
3009,0,1,1,0,1,0,1,1,1
3010,1,0,0,1,0,0,1,1,0
3011,1,0,0,0,1,1,1,0,0
3012,0,1,0,0,0,0,1,0,0
3013,0,0,0,0,0,0,0,0,0
3014,1,1,1,1,1,1,0,0,0
3015,0,0,0,1,0,0,0,1,0
3016,1,1,1,1,0,1,0,0,1
3017,0,1,0,0,0,1,1,0,1
3018,0,0,1,1,0,0,0,0,0
3019,1,0,1,1,1,0,1,0,1
3020,1,0,0,0,0,1,1,0,1
3021,0,1,0,0,1,1,1,0,0
3022,1,0,1,0,0,1,1,1,1
3023,0,1,1,1,0,1,1,0,1
3024,0,0,0,0,1,1,0,0,0
3025,0,1,0,0,1,1,1,0,0
3026,1,1,0,0,0,0,0,0,0
3027,1,0,0,1,0,1,1,1,1
3028,0,1,0,0,1,1,1,0,0
3029,1,0,1,1,0,1,1,0,1
3030,1,0,0,0,1,1,1,0,0
3031,0,0,0,1,1,1,0,1,0
3032,1,0,1,0,1,0,1,1,1
3033,0,0,0,0,1,1,0,0,0
3034,1,0,0,0,0,1,1,0,1
3035,1,1,1,0,0,0,0,1,0
3036,1,0,0,1,1,1,1,1,0
3037,0,0,0,0,0,0,0,0,0
3038,0,0,0,1,1,0,0,1,1
3039,1,1,0,1,1,0,0,1,1
3040,0,0,1,1,1,1,0,0,0
3041,0,0,1,0,1,0,0,1,1
3042,1,0,1,0,1,0,1,1,1
3043,1,0,0,1,1,1,1,1,0
3044,1,0,0,0,0,1,1,0,1
3045,1,0,1,0,0,1,1,1,1
3046,1,1,1,0,0,0,0,1,0
3047,0,1,1,1,1,0,1,0,1
3048,1,1,1,0,0,0,0,1,0
3049,0,1,0,1,0,1,1,1,1
3050,1,1,1,0,1,1,0,1,0
3051,1,1,0,1,0,0,0,1,0
3052,1,0,1,1,0,1,1,0,1
3053,0,1,1,0,1,1,1,1,0
3054,0,1,1,1,0,1,1,0,1
3055,0,1,1,1,1,1,1,0,0
3056,0,0,0,1,0,0,0,1,0
3057,1,1,0,0,1,1,0,0,0
3058,0,0,0,0,1,0,0,0,1
3059,1,0,1,0,0,0,1,1,0
3060,1,0,0,0,1,0,1,0,1
3061,1,1,1,0,1,0,0,1,1
3062,1,0,1,1,0,0,1,0,0
3063,1,1,1,1,0,0,0,0,0
3064,1,0,0,0,0,0,1,0,0
3065,1,0,0,1,0,0,1,1,0
3066,1,0,0,1,1,1,1,1,0
3067,0,0,1,1,1,0,0,0,1
3068,1,1,0,0,0,0,0,0,0
3069,0,1,1,0,1,0,1,1,1
3070,0,0,0,0,0,0,0,0,0
3071,0,1,0,0,1,1,1,0,0
3072,0,1,0,0,1,0,1,0,1
3073,1,1,0,1,0,0,0,1,0
3074,0,0,1,1,1,0,0,0,1
3075,0,1,1,1,1,0,1,0,1
3076,0,1,1,0,1,1,1,1,0
3077,0,0,1,0,0,1,0,1,1
3078,0,0,0,1,0,1,0,1,1
3079,1,0,1,0,0,1,1,1,1
3080,1,0,0,1,0,0,1,1,0
3081,0,0,1,1,1,1,0,0,0
3082,0,0,0,1,0,0,0,1,0
3083,0,1,0,0,0,1,1,0,1
3084,1,0,0,1,1,0,1,1,1
3085,0,0,0,1,1,0,0,1,1
3086,1,0,0,1,0,1,1,1,1
3087,1,0,0,0,0,1,1,0,1
3088,1,0,1,1,1,1,1,0,0
3089,1,1,0,0,1,1,0,0,0
3090,1,0,1,1,0,1,1,0,1
3091,1,1,1,1,1,0,0,0,1
3092,1,1,1,0,0,1,0,1,1
3093,0,1,0,0,0,0,1,0,0
3094,0,0,1,1,1,0,0,0,1
3095,0,1,0,0,1,1,1,0,0
3096,0,0,1,1,1,1,0,0,0
3097,0,1,1,1,0,1,1,0,1
3098,1,1,0,0,1,0,0,0,1
3099,1,1,0,0,0,0,0,0,0
3100,1,1,1,1,1,0,0,0,1
3101,1,0,0,0,1,0,1,0,1
3102,1,1,0,0,0,0,0,0,0
3103,1,1,0,1,0,1,0,1,1
3104,1,0,1,0,1,1,1,1,0
3105,0,1,0,1,1,1,1,1,0
3106,1,0,1,0,0,1,1,1,1
3107,1,1,1,0,0,0,0,1,0
3108,0,0,0,1,1,1,0,1,0
3109,1,0,1,1,0,1,1,0,1
3110,1,1,1,0,1,0,0,1,1
3111,1,0,1,0,1,0,1,1,1
3112,1,1,1,1,0,0,0,0,0
3113,0,0,1,1,1,0,0,0,1
3114,0,1,0,1,0,1,1,1,1
3115,1,1,1,0,1,0,0,1,1
3116,1,0,1,1,0,0,1,0,0
3117,0,1,1,0,0,1,1,1,1
3118,1,0,1,0,1,1,1,1,0
3119,1,0,1,0,1,0,1,1,1
3120,1,0,1,1,1,1,1,0,0
3121,0,0,0,0,1,1,0,0,0
3122,1,0,0,1,0,0,1,1,0
3123,1,0,0,0,1,0,1,0,1
3124,1,0,0,0,0,0,1,0,0
3125,0,0,1,0,1,1,0,1,0
3126,0,0,0,0,0,1,0,0,1
3127,1,1,0,0,1,0,0,0,1
3128,1,0,1,1,1,1,1,0,0
3129,1,1,1,1,1,0,0,0,1
3130,1,0,0,1,1,1,1,1,0
3131,0,0,0,0,0,1,0,0,1
3132,1,1,0,0,1,0,0,0,1
3133,1,1,1,1,0,1,0,0,1
3134,0,1,0,1,1,0,1,1,1
3135,0,1,0,0,0,1,1,0,1
3136,0,0,1,1,1,0,0,0,1
3137,1,1,1,0,1,0,0,1,1
3138,1,1,0,1,1,0,0,1,1
3139,0,1,1,0,0,0,1,1,0
3140,0,0,1,0,1,1,0,1,0
3141,1,1,0,0,1,0,0,0,1
3142,1,0,0,0,1,1,1,0,0
3143,0,0,1,0,0,0,0,1,0
3144,0,1,1,0,1,1,1,1,0
3145,0,0,1,0,1,1,0,1,0
3146,1,1,1,1,1,0,0,0,1
3147,0,0,1,1,1,0,0,0,1
3148,1,1,0,0,0,0,0,0,0
3149,0,1,1,1,1,1,1,0,0
3150,1,0,1,1,0,1,1,0,1
3151,1,0,1,0,1,1,1,1,0
3152,1,0,1,1,0,1,1,0,1
3153,0,1,1,1,0,0,1,0,0
3154,0,1,1,1,0,1,1,0,1
3155,1,1,0,1,0,0,0,1,0
3156,0,1,0,1,1,1,1,1,0
3157,1,1,1,0,0,0,0,1,0
3158,0,1,1,1,0,0,1,0,0
3159,0,0,1,1,0,0,0,0,0
3160,0,0,0,1,0,1,0,1,1
3161,1,1,1,0,0,1,0,1,1
3162,1,1,1,1,1,1,0,0,0
3163,0,0,0,0,0,0,0,0,0
3164,0,0,1,1,1,1,0,0,0
3165,0,0,0,0,0,1,0,0,1
3166,1,1,0,0,0,1,0,0,1
3167,0,0,0,1,0,0,0,1,0
3168,0,0,0,0,1,1,0,0,0
3169,1,1,1,1,1,0,0,0,1
3170,0,1,1,0,1,0,1,1,1
3171,0,0,0,0,0,0,0,0,0
3172,0,0,1,1,0,0,0,0,0
3173,0,0,1,0,1,1,0,1,0
3174,0,0,1,1,0,1,0,0,1
3175,1,1,0,1,1,0,0,1,1
3176,1,0,0,0,1,1,1,0,0
3177,1,1,0,0,1,1,0,0,0
3178,1,0,1,1,1,0,1,0,1
3179,0,1,0,0,1,1,1,0,0
3180,1,1,1,1,0,0,0,0,0
3181,1,1,0,1,1,0,0,1,1
3182,1,1,1,0,0,0,0,1,0
3183,1,1,0,1,1,0,0,1,1
3184,0,0,0,1,1,0,0,1,1
3185,0,1,0,1,1,1,1,1,0
3186,1,0,0,1,0,0,1,1,0
3187,1,0,0,0,0,1,1,0,1
3188,1,0,0,1,1,1,1,1,0
3189,0,1,0,1,1,0,1,1,1
3190,0,0,0,0,0,0,0,0,0
3191,0,1,0,1,0,0,1,1,0
3192,1,1,0,0,1,0,0,0,1
3193,1,1,0,0,0,0,0,0,0
3194,1,0,1,0,1,1,1,1,0
3195,1,0,1,0,1,0,1,1,1
3196,0,1,0,0,0,0,1,0,0
3197,1,1,1,0,0,1,0,1,1
3198,1,1,1,1,0,1,0,0,1
3199,0,1,1,1,0,1,1,0,1
3200,0,1,1,1,1,0,1,0,1
3201,0,0,1,0,0,0,0,1,0
3202,0,0,0,1,0,0,0,1,0
3203,1,0,1,0,1,0,1,1,1
3204,1,0,1,1,1,1,1,0,0
3205,1,1,0,0,0,0,0,0,0
3206,0,0,1,0,1,0,0,1,1
3207,1,1,1,1,1,1,0,0,0
3208,0,1,0,1,0,1,1,1,1
3209,1,0,0,1,1,1,1,1,0
3210,0,1,0,0,0,0,1,0,0
3211,1,1,0,1,0,0,0,1,0
3212,0,0,1,1,0,0,0,0,0
3213,0,0,0,0,0,0,0,0,0
3214,1,1,1,0,0,0,0,1,0
3215,0,0,1,0,0,0,0,1,0
3216,1,1,0,0,1,1,0,0,0
3217,1,0,0,0,0,1,1,0,1
3218,0,1,1,0,1,0,1,1,1
3219,0,0,0,0,1,1,0,0,0
3220,1,1,0,1,1,1,0,1,0
3221,1,0,0,0,0,0,1,0,0
3222,1,1,1,0,1,0,0,1,1
3223,0,0,1,1,0,1,0,0,1
3224,0,1,1,0,1,1,1,1,0
3225,0,1,0,1,0,0,1,1,0
3226,1,1,1,1,1,0,0,0,1
3227,1,1,1,0,0,1,0,1,1
3228,1,0,1,1,1,0,1,0,1
3229,1,0,0,1,0,0,1,1,0
3230,1,1,0,0,0,1,0,0,1
3231,0,0,1,1,1,1,0,0,0
3232,0,1,1,0,1,1,1,1,0
3233,1,0,0,0,0,1,1,0,1
3234,0,0,1,0,1,0,0,1,1
3235,1,1,0,1,1,1,0,1,0
3236,1,0,1,1,0,0,1,0,0
3237,0,0,0,1,0,0,0,1,0
3238,0,0,0,1,1,0,0,1,1
3239,1,1,0,1,0,1,0,1,1
3240,0,0,1,0,1,1,0,1,0
3241,0,1,1,1,1,1,1,0,0
3242,1,0,1,0,1,1,1,1,0
3243,0,0,1,0,1,0,0,1,1
3244,1,0,0,0,1,1,1,0,0
3245,1,1,0,1,1,0,0,1,1
3246,0,1,1,1,1,1,1,0,0
3247,1,1,1,1,1,1,0,0,0
3248,1,0,1,0,1,1,1,1,0
3249,0,0,1,1,0,1,0,0,1
3250,1,0,1,0,0,0,1,1,0
3251,0,0,0,0,0,0,0,0,0
3252,0,0,1,0,1,1,0,1,0
3253,0,0,0,0,0,1,0,0,1
3254,1,0,1,1,0,1,1,0,1
3255,1,1,1,0,0,0,0,1,0
3256,1,0,0,1,1,0,1,1,1
3257,1,0,0,1,0,0,1,1,0
3258,1,0,0,1,0,0,1,1,0
3259,0,0,1,0,0,0,0,1,0
3260,0,1,0,1,1,1,1,1,0
3261,0,0,0,1,1,0,0,1,1
3262,0,1,1,0,1,0,1,1,1
3263,1,1,0,1,1,0,0,1,1
3264,0,1,0,0,1,1,1,0,0
3265,0,0,0,0,1,1,0,0,0
3266,0,1,0,0,0,1,1,0,1
3267,0,0,1,0,0,1,0,1,1
3268,0,0,1,1,0,0,0,0,0
3269,0,0,0,1,0,1,0,1,1
3270,0,0,0,1,0,0,0,1,0
3271,1,0,1,1,1,1,1,0,0
3272,1,0,1,0,1,0,1,1,1
3273,1,1,1,1,0,1,0,0,1
3274,1,0,1,1,0,0,1,0,0
3275,1,0,0,0,1,0,1,0,1
3276,0,0,1,0,0,0,0,1,0
3277,1,1,0,0,0,0,0,0,0
3278,1,1,1,0,0,1,0,1,1
3279,0,1,1,1,0,0,1,0,0
3280,0,1,1,1,0,1,1,0,1
3281,0,0,1,0,1,0,0,1,1
3282,0,0,1,1,1,1,0,0,0
3283,0,1,0,1,0,0,1,1,0
3284,0,1,1,1,0,0,1,0,0
3285,0,1,0,1,0,0,1,1,0
3286,0,1,0,1,1,1,1,1,0
3287,1,1,0,1,1,0,0,1,1
3288,1,1,1,0,0,0,0,1,0
3289,1,0,1,1,0,1,1,0,1
3290,1,1,0,0,1,1,0,0,0
3291,0,0,0,0,0,0,0,0,0
3292,0,0,0,0,0,1,0,0,1
3293,0,1,1,1,1,0,1,0,1
3294,0,1,0,1,0,1,1,1,1
3295,1,1,1,1,0,0,0,0,0
3296,1,0,1,0,1,1,1,1,0
3297,1,1,0,1,0,1,0,1,1
3298,0,0,0,1,0,0,0,1,0
3299,1,1,1,1,0,1,0,0,1
3300,1,0,0,1,0,1,1,1,1
3301,0,1,0,1,1,0,1,1,1
3302,0,0,0,0,0,0,0,0,0
3303,0,1,1,0,1,1,1,1,0
3304,0,1,0,0,1,1,1,0,0
3305,0,1,0,1,0,0,1,1,0
3306,0,1,0,0,0,0,1,0,0
3307,1,0,1,0,1,1,1,1,0
3308,0,1,1,1,1,1,1,0,0
3309,0,0,0,0,0,1,0,0,1
3310,1,0,0,1,1,0,1,1,1
3311,0,0,1,1,1,0,0,0,1
3312,1,1,0,0,1,0,0,0,1
3313,0,0,0,1,0,1,0,1,1
3314,1,1,1,1,1,0,0,0,1
3315,1,1,1,1,1,0,0,0,1
3316,0,1,1,0,0,1,1,1,1
3317,1,0,1,0,0,0,1,1,0
3318,0,1,0,0,0,0,1,0,0
3319,0,0,0,0,1,1,0,0,0
3320,0,1,0,1,1,1,1,1,0
3321,1,1,0,0,0,1,0,0,1
3322,0,1,0,0,1,1,1,0,0
3323,0,1,1,1,0,0,1,0,0
3324,1,1,1,1,0,1,0,0,1
3325,1,0,0,0,1,1,1,0,0
3326,0,0,0,0,1,0,0,0,1
3327,1,1,1,1,1,0,0,0,1
3328,1,1,1,0,0,0,0,1,0
3329,0,1,0,0,1,0,1,0,1
3330,0,0,0,1,0,1,0,1,1
3331,1,0,0,1,0,0,1,1,0
3332,1,0,1,0,1,0,1,1,1
3333,0,0,1,0,1,1,0,1,0
3334,0,1,0,0,1,0,1,0,1
3335,0,0,1,0,0,1,0,1,1
3336,1,0,1,1,1,0,1,0,1
3337,0,0,1,0,0,1,0,1,1
3338,0,1,1,1,1,0,1,0,1
3339,0,1,0,1,0,1,1,1,1
3340,1,0,1,1,0,1,1,0,1
3341,0,1,0,0,1,0,1,0,1
3342,1,1,1,0,0,1,0,1,1
3343,1,1,0,0,0,1,0,0,1
3344,0,1,1,1,0,0,1,0,0
3345,0,0,1,0,0,0,0,1,0
3346,1,0,1,0,1,1,1,1,0
3347,1,1,0,1,0,1,0,1,1
3348,1,1,0,1,1,1,0,1,0
3349,0,0,0,1,1,1,0,1,0
3350,0,1,1,1,1,0,1,0,1
3351,0,1,0,0,1,1,1,0,0
3352,0,1,1,0,0,0,1,1,0
3353,1,1,0,1,0,0,0,1,0
3354,0,1,0,0,1,1,1,0,0
3355,0,0,1,1,0,0,0,0,0
3356,0,0,0,1,0,0,0,1,0
3357,1,0,0,0,0,0,1,0,0
3358,1,1,0,0,1,0,0,0,1
3359,0,0,1,0,1,1,0,1,0
3360,0,0,0,1,0,0,0,1,0
3361,0,0,1,1,1,0,0,0,1
3362,1,1,1,0,0,1,0,1,1
3363,0,1,1,1,0,1,1,0,1
3364,1,1,0,1,0,1,0,1,1
3365,0,0,1,0,0,1,0,1,1
3366,0,0,0,1,0,1,0,1,1
